nit	empresa	fuente	nit_len
900306309	GRAN COLOMBIA GOLD SEGOVIA SUCURSAL COLOMBIA	1000_empresas	9.0
900459737	GRUPO EDS AUTOGAS SAS	1000_empresas	9.0
890900281	Industrias Haceb S.A.	1000_empresas	9.0
860000006	TEAM FOODS COLOMBIA SA	1000_empresas	9.0
890102044	CCF CAJACOPI ATLANTICO	1000_empresas	9.0
860001697	GASEOSAS LUX S.A.S	1000_empresas	9.0
891300238	INGENIO PROVIDENCIA S.A.	1000_empresas	9.0
890900118	CRISTALERIA PELDAR S.A	1000_empresas	9.0
860002134	ABBOTT LABORATORIES DE COLOMBIA SA	1000_empresas	9.0
800148160	INPROICO S.A.	1000_empresas	9.0
860516806	PERMODA LTDA	1000_empresas	9.0
830018214	MPS MAYORISTA DE COLOMBIA SA	1000_empresas	9.0
860000452	MANUFACTURAS ELIOT SAS	1000_empresas	9.0
800039996	"""KUEHNE  NAGEL S.A.S """	1000_empresas	9.0
800230209	Weatherford Colombia Limited	1000_empresas	9.0
900298861	COMPANIA CAFETERA LA MESETA S.A.	1000_empresas	9.0
860002538	NOVARTIS DE COLOMBIA S.A	1000_empresas	9.0
802024439	CARBONES DE LA JAGA S.A.	1000_empresas	9.0
860512249	YANBAL DE COLOMBIA S.A.S.	1000_empresas	9.0
800149149	ALIMENTOS BALANCEADOS TEQUENDAMA S.A. ALBATEQ S.A.	1000_empresas	9.0
800134853	COMPOUNDING AND MASTERBATCHING INDUSTRY LIMITADA	1000_empresas	9.0
860026753	ACERIAS DE COLOMBIA ACESCO S.A.S	1000_empresas	9.0
890112475	CI ENERGIA SOLAR SAS ESWINDOWS	1000_empresas	9.0
891903333	CARCAFE LTDA	1000_empresas	9.0
830513238	CONEXRED SA	1000_empresas	9.0
800148163	SOSACOL S.A.	1000_empresas	9.0
811017000	INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS	1000_empresas	9.0
890930545	MINCIVIL SA	1000_empresas	9.0
830006051	DIAGEO COLOMBIA SA	1000_empresas	9.0
890900043	COMPANIA COLOMBIANA DE TABACO S.A.S	1000_empresas	9.0
860014659	DOW QUIMICA DE COLOMBIA S.A.	1000_empresas	9.0
890801748	Mabe Colombia S.A.S	1000_empresas	9.0
811025289	NOVAVENTA S.A.S	1000_empresas	9.0
815000863	AVIDESA DE OCCIDENTE S.A.	1000_empresas	9.0
830002366	BIMBO DE COLOMBIA S A	1000_empresas	9.0
860009808	Holcim (Colombia) S A	1000_empresas	9.0
800103052	ORACLE COLOMBIA LIMITADA	1000_empresas	9.0
860509514	AUTOGERMANA S.A.S	1000_empresas	9.0
900192242	ESTUDIOS Y PROYECTOS DEL SOL S.A.S.	1000_empresas	9.0
805003626	STF GROUP SA	1000_empresas	9.0
860039561	PFIZER SAS	1000_empresas	9.0
817000680	"""FAMILIA DEL PACIFICO S.A.S """	1000_empresas	9.0
900138670	C.I BIOCOSTA S.A	1000_empresas	9.0
800148159	INDICOMERSOCIOS S.A.	1000_empresas	9.0
900134430	NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA	1000_empresas	9.0
890300292	Laboratorios Baxter S.A.	1000_empresas	9.0
811032292	CONSTRUCTORA CAPITAL MEDELLIN S.A.S	1000_empresas	9.0
800068713	Oleoducto de Colombia S.A.	1000_empresas	9.0
891300241	MANUELITA S.A.	1000_empresas	9.0
832006599	CSS CONSTRUCTORES SA	1000_empresas	9.0
900323853	TELEPERFORMANCE COLOMBIA SAS	1000_empresas	9.0
900320612	SAP COLOMBIA SAS	1000_empresas	9.0
891401858	OPERADORA AVICOLA COLOMBIA S.A.S.	1000_empresas	9.0
890302594	MAYAGUEZ S A	1000_empresas	9.0
830037946	PANAMERICANA LIBRERIA Y PAPELERIA SA	1000_empresas	9.0
800229035	TECNOGLASS S.A.S.	1000_empresas	9.0
900104079	EL ZUQUE S.A.	1000_empresas	9.0
800087795	DOW AGROSCIENCES DE COLOMBIA S.A	1000_empresas	9.0
900585053	TRAFIGURA ENERGY COLOMBIA SAS	1000_empresas	9.0
805011074	ADIDAS COLOMBIA LTDA.	1000_empresas	9.0
860002576	GENERAL DE EQUIPOS DE COLOMBIA S.A.	1000_empresas	9.0
900210622	BRIGHTSTAR COMERCIALIZADORA SAS	1000_empresas	9.0
890904224	C.I. Union de Bananeros de Uraba S.A.- Uniban	1000_empresas	9.0
811009244	comercializadora internacional de metales preciosos y metales comunes inversiones generales s.a.s ciigsa	1000_empresas	9.0
800048943	BIOFILM S.A.	1000_empresas	9.0
811011779	Renting Colombia S.A.S	1000_empresas	9.0
900479267	FUNDICION RAMIREZ ZONA FRANCA SAS	1000_empresas	9.0
890208788	UNION DE DROGUISTAS SA. UNIDROGAS SA	1000_empresas	9.0
890209174	ISMOCOL S.A.	1000_empresas	9.0
890926766	COMERCIALIZADORA INTERNACIONAL BANACOL DE COLOMBIA S A  EN REORGANIZACION	1000_empresas	9.0
890900076	CINE COLOMBIA S.A.	1000_empresas	9.0
811043174	ZEUSS PETROLEUM SA	1000_empresas	9.0
860005265	Gaseosas Colombianas S.A.S	1000_empresas	9.0
860007955	DETERGENTES LTDA.	1000_empresas	9.0
830012157	THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.	1000_empresas	9.0
800221789	BRINSA S.A.	1000_empresas	9.0
860005050	MEXICHEM COLOMBIA SAS	1000_empresas	9.0
830131993	EFECTIVO LTDA	1000_empresas	9.0
890918965	C.I TECNICAS BALTIME DE COLOMBIA S.A	1000_empresas	9.0
899999107	EPS'S CONVIDA	1000_empresas	9.0
800206842	BAKER HUGHES DE COLOMBIA	1000_empresas	9.0
900612501	CHM MINERIA SAS	1000_empresas	9.0
900327290	DERCO COLOMBIA SAS	1000_empresas	9.0
900166896	HINO MOTORS MANUFACTURING COLOMBIA SA	1000_empresas	9.0
811044814	SOCIEDAD DE COMERCIALIZACION INTERNACIONAL GIRDLE & LINGERIE S.A.S	1000_empresas	9.0
900462511	British American Tobacco Colombia SAS	1000_empresas	9.0
890914526	ALMACENES FLAMINGO S.A	1000_empresas	9.0
890906413	ELECTRICAS DE MEDELLIN INGENIERIA Y SERVICIOS S.A.S	1000_empresas	9.0
900149606	EXCAVACIONES Y PROYECTOS DE COLOMBIA SAS	1000_empresas	9.0
900072847	GNE Soluciones S.A.S.	1000_empresas	9.0
890200463	GASEOSAS HIPINTO S.A.S	1000_empresas	9.0
891102723	MECANICOS ASOCIADOS SAS	1000_empresas	9.0
860000261	COMPANIA NACIONAL DE LEVADURAS LEVAPAN S.A.	1000_empresas	9.0
860002590	BRENNTAG COLOMBIA SA	1000_empresas	9.0
830009783	CRUZ BLANCA EPS S.A.	1000_empresas	9.0
891180008	CCF HUILA	1000_empresas	9.0
890300225	COEXITO S.A.S.	1000_empresas	9.0
800230447	SODEXO S.A.S.	1000_empresas	9.0
811028650	MADECENTRO COLOMBIA SAS	1000_empresas	9.0
890333023	SIDERURGICA DEL OCCIDENTE SAS SIDOC SAS	1000_empresas	9.0
890900148	PINTUCO COLOMBIA S.A.	1000_empresas	9.0
900497906	PUMA ENERGY COLOMBIA COMBUSTIBLES SAS	1000_empresas	9.0
830043252	Siderurgica Nacional S A	1000_empresas	9.0
900519421	INVERSIONES GREIDINGER ANGEL SAS	1000_empresas	9.0
900164755	"""ZONA FRANCA ARGOS S.A.S. """"ZONA FRANCA ARGOS S.A.S. """	1000_empresas	9.0
890914525	MINEROS S.A.	1000_empresas	9.0
900388600	MAC JOHNSON CONTROLS COLOMBIA S.A.S	1000_empresas	9.0
860047657	PRACO DIDACOL SAS	1000_empresas	9.0
800020706	NALSANI SAS	1000_empresas	9.0
890102110	OLEOFLORES S.A.S	1000_empresas	9.0
860020058	DISTRIBUIDORA TOYOTA SAS	1000_empresas	9.0
891080005	CCF COMFACOR	1000_empresas	9.0
900342297	COMERCIALIZADORA ARTURO CALLE SAS	1000_empresas	9.0
890929877	COMPASS GROUP SERVICES COLOMBIA S.A	1000_empresas	9.0
800094968	JARAMILLO MORA SA	1000_empresas	9.0
830010738	C.I. SUNSHINE BOUQUET S.A.S	1000_empresas	9.0
811008963	MULTIENLACE SAS	1000_empresas	9.0
804016671	CAMPOLLO S.A.	1000_empresas	9.0
800093117	ARQUITECTURA Y CONCRETO S.A.S	1000_empresas	9.0
890905360	HA BICICLETAS SA	1000_empresas	9.0
900752732	ENGELHART CTP (COLOMBIA) SAS	1000_empresas	9.0
800141506	THE ELITE FLOWER S.A.S C.I	1000_empresas	9.0
800137960	Eficacia S.A	1000_empresas	9.0
900341086	Comercial Nutresa S.A.S	1000_empresas	9.0
900030538	Lenovo (Asia Pacific) Limited Sucursal Colombia	1000_empresas	9.0
830037774	DRUMMOND COAL MINING LLC	1000_empresas	9.0
900123408	COMPANIA DE INVERSIONES TEXTILES DE MODA TEXMODAS S.A.S.	1000_empresas	9.0
800191700	Cueros Velez SAS	1000_empresas	9.0
890321151	CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S.	1000_empresas	9.0
830016046	AVANTEL SAS	1000_empresas	9.0
890200474	INCUBADORA SANTANDER SA	1000_empresas	9.0
900891350	GOAM 1 C.I S.A.S	1000_empresas	9.0
860056150	BASF QUIMICA COLOMBIANA S.A.	1000_empresas	9.0
860003831	PRODCUTOS RAMO SAS	1000_empresas	9.0
900268901	CNR III LTD. SUCURSAL COLOMBIA	1000_empresas	9.0
900104080	SOCINEG S.A.	1000_empresas	9.0
830129327	FARMATODO COLOMBIA SA	1000_empresas	9.0
830023542	CAMARGO CORREA INFRA  PROJETOS  S.A SUCURSAL COLOMBIA	1000_empresas	9.0
900104517	BIO D S.A., USUARIO OPERADOR DE ZONA FRANCA	1000_empresas	9.0
900110594	OLAM AGRO COLOMBIA SAS	1000_empresas	9.0
860090915	ACTIVOS S.A.S.	1000_empresas	9.0
830006735	ALIMENTOS POLAR COLOMBIA SAS	1000_empresas	9.0
860050906	ADECCO COLOMBIA SA	1000_empresas	9.0
860008448	MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.	1000_empresas	9.0
817000808	TECNOSUR S.A.S	1000_empresas	9.0
890300686	Mondelez Colombia SAS	1000_empresas	9.0
900777972	CI TRAFIGURA COAL COLOMBIA SAS	1000_empresas	9.0
817001773	ASOCIACION INDIGENA DEL CAUCA AIC EPS INDIGENA	1000_empresas	9.0
900174478	LOUIS DREYFUS COMPANY COLOMBIA SAS	1000_empresas	9.0
830038885	VALOREM S.A	1000_empresas	9.0
860000751	HENKEL COLOMBIANA SAS	1000_empresas	9.0
811018771	MARKETING PERSON	1000_empresas	9.0
900737989	BEMOVIL S.A.S.	1000_empresas	9.0
890903474	ENKA DE COLOMBIA S A	1000_empresas	9.0
891400378	PAPELES NACIONALES S.A.	1000_empresas	9.0
900192711	CONSTRUCTORA CAPITAL BOGOTA SAS	1000_empresas	9.0
830081407	AJECOLOMBIA S.A.	1000_empresas	9.0
860002392	MERCK SHARP & DOHME COLOMBIA S.A.S.	1000_empresas	9.0
860503159	PASH SAS	1000_empresas	9.0
891000324	GASEOSAS DE CORDOBA S.A.S	1000_empresas	9.0
890801339	COMPANIA MANUFACTURERA MANISOL	1000_empresas	9.0
890110188	"""""""INDEPENDENCE DRILLING S.A.
""""
"""	1000_empresas	9.0
800072556	Seatech International INC	1000_empresas	9.0
891409291	EVE DISTRIBUCIONES S.A.S	1000_empresas	9.0
900657570	SACYR CONSTRUCCION COLOMBIA SAS	1000_empresas	9.0
890900307	Groupe seb Andean S.A.	1000_empresas	9.0
811004055	EMDISALUD	1000_empresas	9.0
819004712	C.I. TEQUENDAMA S.A.S.	1000_empresas	9.0
800237456	EMTELCO S.A.S	1000_empresas	9.0
830043084	C I CARBOCOQUE S A	1000_empresas	9.0
900199343	AMERICAS STYRENICS DE COLOMBIA LTDA	1000_empresas	9.0
890901264	DISTRIBUIDORA DE ABONOS S.A	1000_empresas	9.0
817001644	GENFAR SA	1000_empresas	9.0
800041829	YOKOMOTOR S.A.	1000_empresas	9.0
860533413	IRCC S.A.S INDUSTRIA DE RESTAURANTES CASUALES S.A.S	1000_empresas	9.0
800244387	ARCOS DORADOS COLOMBIA SAS	1000_empresas	9.0
890207037	AGROPECUARIA ALIAR S.A.	1000_empresas	9.0
900383385	INVERCOMER DEL CARIBE SAS	1000_empresas	9.0
860000580	MERCK S.A.	1000_empresas	9.0
830035246	Dell Colombia INC	1000_empresas	9.0
891300529	GRASAS S.A.	1000_empresas	9.0
890916883	MANPOWER DE COLOMBIA LTDA	1000_empresas	9.0
830012053	URBANIZADORA MARIN VALENCIA S.A.	1000_empresas	9.0
805028041	SUPERTIENDAS CANAVERAL SA	1000_empresas	9.0
900319372	RED CARNICA SAS	1000_empresas	9.0
890319047	CARVAJAL EMPAQUES S.A.	1000_empresas	9.0
900174468	TERNIUM SIDERURGICA DE CALDAS S.A.S.	1000_empresas	9.0
891410137	SUZUKI MOTOR DE COLOMBIA S.A.	1000_empresas	9.0
891501133	INGENIO LA CABANA S.A	1000_empresas	9.0
860032550	ALFAGRES S.A.	1000_empresas	9.0
800148312	Compania Colombiana Agroindustrial SAS	1000_empresas	9.0
890925215	C.I. PRODUCTOS AUTOADHESIVOS ARCLAD S.A.	1000_empresas	9.0
890101553	JANSSEN CILAG SA	1000_empresas	9.0
900326523	PRECISAGRO S.A.S.	1000_empresas	9.0
860017005	CHALLENGER S A S CHALLENGER S A S	1000_empresas	9.0
900147693	ECODIESEL COLOMBIA S.A.	1000_empresas	9.0
860076919	CREPES Y WAFFLES S.A.	1000_empresas	9.0
860000896	SIKA COLOMBIA SAS	1000_empresas	9.0
860530547	MULTIDIMENSIONALES SAS	1000_empresas	9.0
900104081	AMINVERSIONES S.A.	1000_empresas	9.0
860003563	ABB LTDA	1000_empresas	9.0
891408584	FRISBY S.A.	1000_empresas	9.0
860002693	3M COLOMBIA S.A.	1000_empresas	9.0
890303093	COMFENALCO  VALLE  E.P.S.	1000_empresas	9.0
900061516	MUEBLES JAMAR S.A	1000_empresas	9.0
817002676	PAPELES DEL CAUCA S.A.	1000_empresas	9.0
860034944	PRODUCTORA DE CABLES PROCABLES SAS	1000_empresas	9.0
811045607	INVERSIONES EURO SA	1000_empresas	9.0
830029703	RCN TELEVISION S A	1000_empresas	9.0
830513729	COMBUSTIBLES DE COLOMBIA SA	1000_empresas	9.0
